資料月份,金額單位,金融機構名稱,流通卡數,有效卡數,當月發卡數,當月停卡數,循環信用餘額,未到期分期付款餘額,當月簽帳金額,當月預借現金金額,逾期三個月以上帳款占應收帳款餘額含催收款之比率,逾期六個月以上帳款占應收帳款餘額含催收款之比率,備抵呆帳提足率,當月轉銷呆帳金額,當年度轉銷呆帳金額累計至資料月份
201511,"新臺幣千元 ,卡",彰化商業銀行,439025.0,215182.0,5634.0,2520.0,327061.0,112005.0,1164809.0,596.0,0.3,0.01,667.87,2649.0,14159.0
201511,"新臺幣千元 ,卡",上海商業儲蓄銀行,365010.0,188676.0,1202.0,1880.0,742027.0,196176.0,1037137.0,7124.0,0.66,0.25,2167.94,0.0,25791.0
201511,"新臺幣千元 ,卡",台北富邦商業銀行,2270631.0,1622565.0,18247.0,22775.0,6892868.0,5544460.0,14338668.0,97049.0,0.16,0.0,759.66,25829.0,261084.0
201511,"新臺幣千元 ,卡",國泰世華商業銀行,5111222.0,3593451.0,65724.0,25769.0,14348303.0,10770883.0,27770358.0,240359.0,0.14,0.0,2246.9,27577.0,292742.0
201511,"新臺幣千元 ,卡",高雄銀行,9047.0,3941.0,36.0,75.0,6562.0,125.0,160428.0,131.0,0.36,0.36,204.14,88.0,173.0
201511,"新臺幣千元 ,卡",兆豐國際商業銀行,606285.0,399116.0,8029.0,3723.0,1169149.0,875576.0,2612744.0,7548.0,0.2,0.06,559.3,4271.0,34755.0
201511,"新臺幣千元 ,卡",花旗(台灣)商業銀行,2917433.0,2483873.0,17412.0,27935.0,16036473.0,10177713.0,19762057.0,238081.0,0.52,0.09,654.99,53525.0,654681.0
201511,"新臺幣千元 ,卡",澳盛(台灣)商業銀行,608590.0,371573.0,6130.0,11505.0,3255843.0,1624159.0,3211157.0,24062.0,0.49,0.0,315.88,11693.0,131937.0
201511,"新臺幣千元 ,卡",臺灣中小企業銀行,334795.0,130648.0,3774.0,1571.0,499183.0,94810.0,804158.0,3988.0,0.05,0.01,686.54,3678.0,34438.0
201511,"新臺幣千元 ,卡",渣打國際商業銀行,392434.0,238853.0,1538.0,5316.0,2120455.0,633196.0,1523657.0,11214.0,0.4,0.0,506.26,13653.0,129515.0
201511,"新臺幣千元 ,卡",台中商業銀行,192615.0,78280.0,4759.0,1063.0,245769.0,39307.0,422025.0,0.0,2.17,0.74,349.71,0.0,15463.0
201511,"新臺幣千元 ,卡",匯豐(台灣)商業銀行,630221.0,440605.0,7205.0,7185.0,2892900.0,1891511.0,4282661.0,59295.0,0.26,0.0,2525.85,8832.0,95008.0
201511,"新臺幣千元 ,卡",華泰商業銀行,10263.0,6469.0,9.0,15.0,19125.0,2582.0,57208.0,0.0,0.79,0.42,193.35,0.0,985.0
201511,"新臺幣千元 ,卡",臺灣新光商業銀行,908712.0,463926.0,5392.0,4928.0,2179155.0,1336675.0,4371339.0,18844.0,0.16,0.0,246.62,5479.0,64547.0
201511,"新臺幣千元 ,卡",陽信商業銀行,70605.0,38515.0,803.0,554.0,257759.0,48847.0,225032.0,373.0,0.38,0.0,1072.49,0.0,11672.0
201511,"新臺幣千元 ,卡",三信商業銀行,16739.0,11260.0,99.0,73.0,32031.0,13106.0,102972.0,216.0,0.06,0.0,8608.12,223.0,1260.0
201511,"新臺幣千元 ,卡",聯邦商業銀行,1819742.0,808048.0,19324.0,15490.0,4654201.0,3144920.0,5869567.0,148382.0,0.32,0.0,120.34,14418.0,143887.0
201511,"新臺幣千元 ,卡",遠東國際商業銀行,1514014.0,1016025.0,14704.0,10968.0,5061002.0,5876588.0,4512942.0,217189.0,0.33,0.11,100.43,17449.0,160310.0
201511,"新臺幣千元 ,卡",元大商業銀行,422117.0,238721.0,11595.0,2954.0,436117.0,398638.0,2800570.0,1274.0,0.17,0.0,1094.83,1341.0,16932.0
201511,"新臺幣千元 ,卡",永豐商業銀行,2171672.0,1321489.0,17847.0,15339.0,5008208.0,3930906.0,6936031.0,126053.0,0.4,0.1,625.55,12360.0,147183.0
201511,"新臺幣千元 ,卡",玉山商業銀行,3929278.0,2752901.0,42964.0,21497.0,10434588.0,8474918.0,20976312.0,110633.0,0.23,0.0,1401.53,37886.0,403360.0
201511,"新臺幣千元 ,卡",凱基商業銀行,510377.0,208381.0,6375.0,3669.0,1192640.0,376914.0,920076.0,12349.0,1.47,0.78,117.89,6004.0,65939.0
201511,"新臺幣千元 ,卡",星展(台灣)商業銀行,12643.0,6284.0,94.0,98.0,19719.0,559.0,56707.0,50.0,0.66,0.0,1017.33,333.0,2637.0
201511,"新臺幣千元 ,卡",台新國際商業銀行,3579228.0,2449781.0,31850.0,35789.0,10437952.0,9873262.0,16138449.0,154295.0,0.26,0.0,558.61,23200.0,232106.0
201511,"新臺幣千元 ,卡",大眾商業銀行,603832.0,312262.0,9844.0,6366.0,893949.0,3775322.0,1805002.0,74820.0,0.0,0.0,429.93,9266.0,83581.0
201511,"新臺幣千元 ,卡",日盛國際商業銀行,189550.0,104403.0,422.0,772.0,471866.0,212481.0,379192.0,11738.0,0.22,0.0,283.7,1660.0,20586.0
201511,"新臺幣千元 ,卡",安泰商業銀行,189125.0,71513.0,1345.0,565.0,433647.0,1171822.0,472281.0,1424.0,0.7,0.28,563.02,0.0,10953.0
201511,"新臺幣千元 ,卡",中國信託商業銀行,5858670.0,3835651.0,35896.0,38893.0,14111103.0,13214379.0,26776039.0,739510.0,0.15,0.0,683.39,71206.0,688330.0
201511,"新臺幣千元 ,卡",台灣樂天信用卡(股)公司,65450.0,51886.0,9118.0,171.0,33416.0,63926.0,284122.0,485.0,0.08,0.01,470.43,172.0,172.0
201511,"新臺幣千元 ,卡",台灣美國運通國際(股)公司,162992.0,88936.0,3590.0,2931.0,333719.0,0.0,4087284.0,1324.0,0.09,0.0,505.7,1172.0,27763.0
201511,"新臺幣千元 ,卡",台灣永旺信用卡(股)公司,92916.0,41299.0,260.0,986.0,274754.0,67261.0,181293.0,3447.0,1.2,0.19,1456.42,1999.0,29160.0
201510,"新臺幣千元 ,卡",臺灣銀行,228340.0,111509.0,1434.0,1896.0,239488.0,11693.0,704611.0,1441.0,0.24,0.09,653.92,941.0,10917.0
201510,"新臺幣千元 ,卡",臺灣土地銀行,174901.0,88750.0,7015.0,1240.0,209849.0,29912.0,627830.0,882.0,0.15,0.09,2181.11,667.0,8515.0
201510,"新臺幣千元 ,卡",合作金庫商業銀行,395473.0,241903.0,6240.0,3491.0,577769.0,194521.0,2324306.0,5120.0,0.28,0.23,314.64,7605.0,38027.0
201510,"新臺幣千元 ,卡",第一商業銀行,891340.0,596722.0,13525.0,10498.0,1358995.0,1033705.0,4201091.0,16187.0,0.13,0.0,2093.9,5495.0,54293.0
201510,"新臺幣千元 ,卡",華南商業銀行,792123.0,568672.0,17250.0,7603.0,700342.0,1167892.0,4038484.0,1230.0,0.09,0.0,998.22,0.0,26877.0
201510,"新臺幣千元 ,卡",彰化商業銀行,434771.0,213060.0,5717.0,2622.0,260094.0,105811.0,1226831.0,720.0,0.22,0.01,776.23,0.0,11510.0
201510,"新臺幣千元 ,卡",上海商業儲蓄銀行,365688.0,189384.0,1194.0,2069.0,757266.0,193963.0,1192153.0,6961.0,0.55,0.14,2803.96,3421.0,25791.0
201510,"新臺幣千元 ,卡",台北富邦商業銀行,2275159.0,1617158.0,24034.0,24501.0,6853412.0,5415185.0,17044677.0,109956.0,0.19,0.0,711.17,23921.0,235255.0
201510,"新臺幣千元 ,卡",國泰世華商業銀行,5071267.0,3564481.0,60545.0,85098.0,14095807.0,9990202.0,29661590.0,272282.0,0.14,0.0,2236.15,27017.0,265165.0
201510,"新臺幣千元 ,卡",高雄銀行,9086.0,3976.0,37.0,61.0,6592.0,130.0,173131.0,131.0,0.23,0.23,276.56,2.0,85.0
201510,"新臺幣千元 ,卡",兆豐國際商業銀行,601979.0,399125.0,7917.0,5813.0,1178327.0,793618.0,2669203.0,7481.0,0.19,0.04,610.97,6987.0,30484.0
201510,"新臺幣千元 ,卡",花旗(台灣)商業銀行,2918634.0,2486708.0,18019.0,30029.0,16652315.0,9525016.0,21875784.0,208206.0,0.5,0.09,665.98,62634.0,601156.0
201510,"新臺幣千元 ,卡",澳盛(台灣)商業銀行,613930.0,373324.0,5924.0,5643.0,3304050.0,1579674.0,3530421.0,22660.0,0.46,0.0,337.9,10580.0,120244.0
201510,"新臺幣千元 ,卡",臺灣中小企業銀行,332592.0,130271.0,1030.0,1640.0,505128.0,96171.0,973300.0,5734.0,0.23,0.04,436.47,3790.0,30760.0
201510,"新臺幣千元 ,卡",渣打國際商業銀行,395830.0,241750.0,1633.0,4919.0,2151473.0,602757.0,1579616.0,11552.0,0.47,0.0,488.0,10060.0,115862.0
201510,"新臺幣千元 ,卡",台中商業銀行,189490.0,76568.0,6066.0,1202.0,237829.0,39151.0,473332.0,0.0,1.68,0.55,410.86,0.0,15463.0
201510,"新臺幣千元 ,卡",匯豐(台灣)商業銀行,630201.0,442516.0,6238.0,7449.0,2935983.0,1808575.0,4704903.0,54135.0,0.25,0.0,2522.57,8834.0,86176.0
201510,"新臺幣千元 ,卡",華泰商業銀行,10267.0,6546.0,15.0,29.0,19047.0,2987.0,58030.0,0.0,0.7,0.36,199.76,0.0,985.0
201510,"新臺幣千元 ,卡",臺灣新光商業銀行,907443.0,460101.0,7970.0,4932.0,2176892.0,1276828.0,3652908.0,27919.0,0.19,0.0,237.16,5827.0,59068.0
201510,"新臺幣千元 ,卡",陽信商業銀行,70353.0,38414.0,924.0,530.0,258568.0,50877.0,249671.0,520.0,0.14,0.0,1214.35,0.0,11672.0
201510,"新臺幣千元 ,卡",三信商業銀行,16779.0,11312.0,122.0,64.0,31831.0,13214.0,118989.0,273.0,0.2,0.0,6626.23,0.0,1037.0
201510,"新臺幣千元 ,卡",聯邦商業銀行,1815908.0,802354.0,24478.0,15903.0,4701965.0,3131502.0,5567849.0,174244.0,0.31,0.0,124.01,12863.0,129469.0
201510,"新臺幣千元 ,卡",遠東國際商業銀行,1510258.0,1008838.0,16700.0,11109.0,5052040.0,5993697.0,5021484.0,240234.0,0.3,0.09,100.88,15242.0,142861.0
201510,"新臺幣千元 ,卡",元大商業銀行,412631.0,229990.0,13025.0,2857.0,485053.0,428341.0,3087218.0,1240.0,0.16,0.0,1082.17,1002.0,15591.0
201510,"新臺幣千元 ,卡",永豐商業銀行,2169164.0,1318705.0,20316.0,16273.0,5046950.0,4170746.0,7566565.0,134594.0,0.39,0.1,628.89,14986.0,134823.0
201510,"新臺幣千元 ,卡",玉山商業銀行,3907811.0,2735477.0,46188.0,22691.0,10449235.0,8872350.0,22809866.0,103939.0,0.22,0.0,1425.72,38188.0,365474.0
201510,"新臺幣千元 ,卡",凱基商業銀行,507823.0,208201.0,4585.0,3639.0,1208158.0,477167.0,1038429.0,11196.0,1.35,0.7,124.6,9869.0,59935.0
201510,"新臺幣千元 ,卡",星展(台灣)商業銀行,12647.0,6236.0,103.0,128.0,19334.0,657.0,61915.0,60.0,0.85,0.0,856.28,0.0,2304.0
201510,"新臺幣千元 ,卡",台新國際商業銀行,3583167.0,2431192.0,33148.0,25434.0,10499765.0,9614040.0,17126078.0,157363.0,0.27,0.01,535.98,19527.0,208906.0
201510,"新臺幣千元 ,卡",大眾商業銀行,600381.0,311162.0,9621.0,6778.0,901015.0,3863476.0,2045871.0,75725.0,0.0,0.0,450.56,7944.0,74315.0
201510,"新臺幣千元 ,卡",日盛國際商業銀行,189900.0,103907.0,436.0,933.0,474753.0,214999.0,436607.0,9061.0,0.19,0.0,291.24,1997.0,18926.0
201510,"新臺幣千元 ,卡",安泰商業銀行,189731.0,71222.0,1194.0,612.0,438434.0,1164435.0,460552.0,2062.0,0.65,0.18,571.37,0.0,10953.0
201510,"新臺幣千元 ,卡",中國信託商業銀行,5869043.0,3826677.0,45828.0,30599.0,14200915.0,12977227.0,28683874.0,760785.0,0.19,0.0,645.18,69401.0,617124.0
201510,"新臺幣千元 ,卡",台灣樂天信用卡(股)公司,56432.0,43467.0,10382.0,161.0,26590.0,52063.0,256750.0,444.0,0.09,0.05,331.67,0.0,0.0
201510,"新臺幣千元 ,卡",台灣美國運通國際(股)公司,162333.0,88311.0,3297.0,3162.0,329006.0,0.0,4113371.0,1487.0,0.12,0.0,390.81,6019.0,26591.0
201510,"新臺幣千元 ,卡",台灣永旺信用卡(股)公司,93600.0,41730.0,114.0,5638.0,276408.0,69797.0,174243.0,3505.0,1.2,0.24,1386.68,1651.0,27161.0
201509,"新臺幣千元 ,卡",臺灣銀行,227910.0,110302.0,751.0,1185.0,236037.0,11151.0,626670.0,1394.0,0.35,0.09,532.05,317.0,9976.0
201509,"新臺幣千元 ,卡",臺灣土地銀行,170100.0,79950.0,13583.0,1060.0,203802.0,27327.0,502715.0,670.0,0.19,0.12,1793.26,1301.0,7848.0
201509,"新臺幣千元 ,卡",合作金庫商業銀行,392621.0,238308.0,4313.0,3271.0,583226.0,175016.0,2031443.0,3297.0,0.49,0.44,0.0,0.0,30422.0
201509,"新臺幣千元 ,卡",第一商業銀行,885280.0,588048.0,14749.0,9725.0,1360271.0,930720.0,3829031.0,15545.0,0.14,0.0,2046.35,4976.0,48798.0
201509,"新臺幣千元 ,卡",華南商業銀行,784447.0,560764.0,15378.0,7087.0,703409.0,1231229.0,3458664.0,896.0,0.05,0.0,1338.16,10784.0,26877.0
201509,"新臺幣千元 ,卡",彰化商業銀行,430516.0,211269.0,6064.0,2378.0,320802.0,95646.0,1117159.0,535.0,0.23,0.02,720.31,2761.0,11510.0
201509,"新臺幣千元 ,卡",上海商業儲蓄銀行,366563.0,189492.0,1084.0,2200.0,757375.0,192865.0,1072940.0,6977.0,0.56,0.19,2521.73,0.0,22370.0
201509,"新臺幣千元 ,卡",台北富邦商業銀行,2275626.0,1605468.0,22924.0,22097.0,6946331.0,5094309.0,15058446.0,94992.0,0.19,0.0,698.92,22456.0,211334.0
201509,"新臺幣千元 ,卡",國泰世華商業銀行,5095820.0,3564360.0,58358.0,24617.0,14012420.0,9471443.0,28899072.0,253307.0,0.13,0.0,2240.06,27742.0,238148.0
201509,"新臺幣千元 ,卡",高雄銀行,9108.0,3956.0,71.0,94.0,6312.0,135.0,167344.0,55.0,0.24,0.24,283.14,3.0,83.0
201509,"新臺幣千元 ,卡",兆豐國際商業銀行,599875.0,397415.0,7583.0,4925.0,1185908.0,695692.0,2405120.0,7384.0,0.29,0.08,627.36,0.0,23497.0
201509,"新臺幣千元 ,卡",花旗(台灣)商業銀行,2921345.0,2491077.0,18020.0,27323.0,15484572.0,8452513.0,18718339.0,187755.0,0.5,0.11,656.11,50209.0,538522.0
201509,"新臺幣千元 ,卡",澳盛(台灣)商業銀行,613654.0,375593.0,5211.0,17873.0,3300159.0,1550549.0,3246741.0,19492.0,0.4,0.0,374.51,13318.0,109664.0
201509,"新臺幣千元 ,卡",臺灣中小企業銀行,333202.0,130222.0,966.0,1837.0,516795.0,96401.0,836644.0,4420.0,0.25,0.04,440.74,1999.0,26970.0
201509,"新臺幣千元 ,卡",渣打國際商業銀行,399000.0,245333.0,1681.0,5156.0,2173603.0,595747.0,1467888.0,10236.0,0.46,0.0,485.76,11526.0,105802.0
201509,"新臺幣千元 ,卡",台中商業銀行,185207.0,72411.0,9035.0,879.0,234571.0,37388.0,440645.0,0.0,1.56,0.24,507.07,8681.0,15463.0
201509,"新臺幣千元 ,卡",匯豐(台灣)商業銀行,631412.0,445475.0,6529.0,6659.0,2935129.0,1738463.0,3816399.0,53530.0,0.23,0.0,2627.3,7808.0,77342.0
201509,"新臺幣千元 ,卡",華泰商業銀行,10279.0,6575.0,23.0,38.0,20595.0,3370.0,56454.0,0.0,0.35,0.03,207.35,0.0,985.0
201509,"新臺幣千元 ,卡",臺灣新光商業銀行,903886.0,459544.0,9170.0,7144.0,2205460.0,1138182.0,3428297.0,30801.0,0.16,0.01,241.86,7331.0,53241.0
201509,"新臺幣千元 ,卡",陽信商業銀行,70004.0,38756.0,975.0,434.0,263799.0,51799.0,232846.0,480.0,0.12,0.01,1124.7,4465.0,11672.0
201509,"新臺幣千元 ,卡",三信商業銀行,16755.0,11331.0,111.0,76.0,32665.0,13658.0,111637.0,156.0,0.13,0.0,7553.95,191.0,1037.0
201509,"新臺幣千元 ,卡",聯邦商業銀行,1807333.0,801545.0,25477.0,15205.0,4778794.0,3084992.0,5412896.0,157763.0,0.3,0.0,128.09,12825.0,116606.0
201509,"新臺幣千元 ,卡",遠東國際商業銀行,1504646.0,1005363.0,11511.0,7200.0,5177096.0,5937135.0,4432598.0,207901.0,0.31,0.12,100.02,15620.0,127619.0
201509,"新臺幣千元 ,卡",元大商業銀行,401512.0,220622.0,12200.0,2673.0,446119.0,391194.0,2559081.0,1020.0,0.17,0.0,1050.32,1700.0,14589.0
201509,"新臺幣千元 ,卡",永豐商業銀行,2165121.0,1317764.0,17392.0,64682.0,5001745.0,4121166.0,6901527.0,124747.0,0.41,0.11,585.82,13899.0,119837.0
201509,"新臺幣千元 ,卡",玉山商業銀行,3884314.0,2711900.0,41687.0,20828.0,10355919.0,9102993.0,21601578.0,99577.0,0.2,0.0,1461.97,34327.0,327286.0
201509,"新臺幣千元 ,卡",凱基商業銀行,506681.0,205656.0,5187.0,3654.0,1224947.0,580678.0,945931.0,10509.0,1.26,0.69,124.07,5027.0,50066.0
201509,"新臺幣千元 ,卡",星展(台灣)商業銀行,12672.0,6154.0,299.0,226.0,17968.0,690.0,57914.0,59.0,0.91,0.0,764.36,121.0,2304.0
201509,"新臺幣千元 ,卡",台新國際商業銀行,3575453.0,2419132.0,29707.0,20208.0,10511666.0,9137609.0,14746670.0,175423.0,0.25,0.01,575.23,21769.0,189379.0
201509,"新臺幣千元 ,卡",大眾商業銀行,597578.0,310048.0,9578.0,16682.0,915932.0,3779789.0,1727897.0,73311.0,0.0,0.0,441.04,8448.0,66371.0
201509,"新臺幣千元 ,卡",日盛國際商業銀行,190397.0,102877.0,535.0,748.0,501767.0,216578.0,384711.0,7299.0,0.21,0.0,282.63,1953.0,16929.0
201509,"新臺幣千元 ,卡",安泰商業銀行,190759.0,70956.0,1242.0,495.0,443732.0,1132821.0,461831.0,1189.0,0.57,0.09,577.21,0.0,10953.0
201509,"新臺幣千元 ,卡",中國信託商業銀行,5852203.0,3822673.0,43498.0,35235.0,14070894.0,12869068.0,26383790.0,711452.0,0.18,0.0,658.85,58903.0,547723.0
201509,"新臺幣千元 ,卡",台灣樂天信用卡(股)公司,46127.0,35360.0,9431.0,152.0,17651.0,42066.0,215795.0,300.0,0.11,0.06,304.37,0.0,0.0
201509,"新臺幣千元 ,卡",台灣美國運通國際(股)公司,162198.0,88546.0,3093.0,3124.0,328604.0,0.0,3809494.0,1447.0,0.2,0.0,342.88,4719.0,20572.0
201509,"新臺幣千元 ,卡",台灣永旺信用卡(股)公司,99106.0,41436.0,108.0,649.0,278454.0,69825.0,163688.0,2923.0,1.21,0.28,1344.61,2565.0,25510.0
201508,"新臺幣千元 ,卡",臺灣銀行,227819.0,111332.0,1217.0,908.0,234512.0,11514.0,624452.0,1212.0,0.17,0.11,760.23,424.0,9659.0
201508,"新臺幣千元 ,卡",臺灣土地銀行,156915.0,72014.0,12553.0,955.0,198892.0,26081.0,468062.0,594.0,0.28,0.19,1770.22,466.0,6547.0
201508,"新臺幣千元 ,卡",合作金庫商業銀行,391489.0,236950.0,4342.0,3113.0,582907.0,178125.0,2062006.0,4339.0,0.29,0.27,324.67,3517.0,30422.0
201508,"新臺幣千元 ,卡",第一商業銀行,877553.0,582122.0,16516.0,9632.0,1334665.0,970272.0,3705025.0,16350.0,0.13,0.0,2153.01,4985.0,43822.0
201508,"新臺幣千元 ,卡",華南商業銀行,778229.0,556501.0,16260.0,7272.0,652951.0,1292875.0,3431793.0,863.0,0.2,0.0,699.03,0.0,16093.0
201508,"新臺幣千元 ,卡",彰化商業銀行,425898.0,208632.0,6222.0,2508.0,313378.0,96843.0,1165085.0,570.0,0.31,0.01,631.05,0.0,8749.0
201508,"新臺幣千元 ,卡",上海商業儲蓄銀行,367679.0,189936.0,1145.0,1965.0,745296.0,206478.0,1088842.0,6246.0,0.46,0.12,3157.6,4607.0,22370.0
201508,"新臺幣千元 ,卡",台北富邦商業銀行,2274799.0,1603796.0,22096.0,27893.0,6897963.0,5048854.0,13720478.0,110771.0,0.18,0.0,726.5,24142.0,188878.0
201508,"新臺幣千元 ,卡",國泰世華商業銀行,5062079.0,3532203.0,64262.0,25512.0,14068501.0,10101146.0,24721668.0,257137.0,0.14,0.0,2211.4,31445.0,210406.0
201508,"新臺幣千元 ,卡",高雄銀行,9130.0,3964.0,98.0,93.0,6143.0,140.0,165816.0,136.0,0.23,0.23,304.43,9.0,80.0
201508,"新臺幣千元 ,卡",兆豐國際商業銀行,597217.0,397344.0,6702.0,5011.0,1179371.0,747348.0,2462466.0,7788.0,0.19,0.03,832.64,3421.0,23497.0
201508,"新臺幣千元 ,卡",花旗(台灣)商業銀行,2921708.0,2500244.0,18256.0,29957.0,16343146.0,8565007.0,18734299.0,200181.0,0.47,0.09,705.91,52159.0,488313.0
201508,"新臺幣千元 ,卡",澳盛(台灣)商業銀行,626218.0,378771.0,5340.0,5483.0,3318311.0,1601683.0,3159230.0,20576.0,0.36,0.0,383.41,13320.0,96346.0
201508,"新臺幣千元 ,卡",臺灣中小企業銀行,334073.0,130447.0,859.0,2142.0,523412.0,104741.0,850608.0,4874.0,0.25,0.06,452.73,2491.0,24971.0
201508,"新臺幣千元 ,卡",渣打國際商業銀行,402583.0,250850.0,1528.0,4689.0,2182157.0,654105.0,1453745.0,11416.0,0.41,0.0,495.67,10343.0,94276.0
201508,"新臺幣千元 ,卡",台中商業銀行,177678.0,67763.0,10178.0,1031.0,236312.0,34730.0,413357.0,0.0,2.54,1.42,301.86,0.0,6782.0
201508,"新臺幣千元 ,卡",匯豐(台灣)商業銀行,631542.0,446750.0,6035.0,6595.0,2956458.0,1840064.0,3968803.0,51684.0,0.23,0.0,2567.72,8173.0,69534.0
201508,"新臺幣千元 ,卡",華泰商業銀行,10295.0,6608.0,18.0,29.0,19242.0,2842.0,53413.0,0.0,0.28,0.04,208.55,0.0,985.0
201508,"新臺幣千元 ,卡",臺灣新光商業銀行,902155.0,459335.0,10362.0,6015.0,2172685.0,1141432.0,3469183.0,22858.0,0.18,0.01,243.92,6290.0,45910.0
201508,"新臺幣千元 ,卡",陽信商業銀行,69585.0,38591.0,852.0,478.0,265119.0,51752.0,229197.0,483.0,0.53,0.05,909.96,0.0,7207.0
201508,"新臺幣千元 ,卡",三信商業銀行,16785.0,11368.0,142.0,70.0,32720.0,13655.0,108766.0,184.0,0.22,0.04,6124.25,140.0,846.0
201508,"新臺幣千元 ,卡",聯邦商業銀行,1797061.0,798527.0,25185.0,17510.0,4873886.0,3097816.0,5456834.0,168437.0,0.25,0.0,130.99,12905.0,103781.0
201508,"新臺幣千元 ,卡",遠東國際商業銀行,1500324.0,1006496.0,12639.0,7757.0,5142391.0,5999608.0,4314004.0,214083.0,0.27,0.1,100.41,15103.0,111999.0
201508,"新臺幣千元 ,卡",元大商業銀行,391376.0,211893.0,12941.0,2483.0,441963.0,386132.0,2275321.0,941.0,0.19,0.0,1042.99,1252.0,12889.0
201508,"新臺幣千元 ,卡",永豐商業銀行,2212411.0,1320620.0,19207.0,16276.0,4951975.0,4332111.0,6938991.0,132865.0,0.41,0.12,583.71,13313.0,105938.0
201508,"新臺幣千元 ,卡",玉山商業銀行,3863455.0,2685819.0,46168.0,21150.0,10282227.0,9431165.0,20656631.0,106072.0,0.2,0.0,1524.45,35527.0,292959.0
201508,"新臺幣千元 ,卡",凱基商業銀行,505215.0,202490.0,7142.0,3758.0,1240417.0,637831.0,857521.0,12129.0,1.15,0.7,133.33,5559.0,45039.0
201508,"新臺幣千元 ,卡",星展(台灣)商業銀行,12599.0,6108.0,75.0,69.0,18593.0,767.0,58040.0,47.0,0.62,0.0,1073.66,378.0,2183.0
201508,"新臺幣千元 ,卡",台新國際商業銀行,3565954.0,2420131.0,28553.0,22868.0,10429023.0,9138112.0,14633487.0,172661.0,0.25,0.01,576.59,22185.0,167610.0
201508,"新臺幣千元 ,卡",大眾商業銀行,604757.0,309198.0,9210.0,6538.0,923298.0,3855866.0,1748990.0,76983.0,0.0,0.0,454.66,8280.0,57923.0
201508,"新臺幣千元 ,卡",日盛國際商業銀行,190610.0,101091.0,621.0,709.0,475537.0,219315.0,386181.0,7302.0,0.18,0.0,281.3,1621.0,14976.0
201508,"新臺幣千元 ,卡",安泰商業銀行,193011.0,70747.0,1279.0,601.0,448186.0,1124626.0,453056.0,1351.0,0.44,0.01,596.18,0.0,10953.0
201508,"新臺幣千元 ,卡",中國信託商業銀行,5843858.0,3810893.0,39595.0,36740.0,14010924.0,13121513.0,26686776.0,759659.0,0.17,0.0,671.84,61610.0,488820.0
201508,"新臺幣千元 ,卡",台灣樂天信用卡(股)公司,36758.0,27453.0,8091.0,128.0,17793.0,37096.0,165951.0,166.0,0.07,0.0,544.02,0.0,0.0
201508,"新臺幣千元 ,卡",台灣美國運通國際(股)公司,162229.0,89130.0,2705.0,3144.0,325573.0,0.0,3758426.0,1440.0,0.26,0.0,310.7,1344.0,15853.0
201508,"新臺幣千元 ,卡",台灣永旺信用卡(股)公司,99611.0,42958.0,103.0,720.0,278739.0,71110.0,176626.0,3730.0,1.46,0.67,932.47,2665.0,22945.0
201507,"新臺幣千元 ,卡",臺灣銀行,227162.0,111271.0,1177.0,915.0,235660.0,12045.0,677956.0,1609.0,0.18,0.1,745.01,1336.0,9235.0
201507,"新臺幣千元 ,卡",臺灣土地銀行,145413.0,63872.0,12694.0,1216.0,199165.0,25530.0,425830.0,771.0,0.17,0.08,2412.36,1136.0,6081.0
201507,"新臺幣千元 ,卡",合作金庫商業銀行,390389.0,236440.0,4752.0,3382.0,567014.0,256084.0,2176245.0,4287.0,0.31,0.28,326.93,1847.0,26905.0
201507,"新臺幣千元 ,卡",第一商業銀行,867934.0,579465.0,16347.0,9676.0,1334070.0,1006001.0,4099495.0,14490.0,0.13,0.0,2132.71,4996.0,38837.0
201507,"新臺幣千元 ,卡",華南商業銀行,771724.0,550227.0,17273.0,8137.0,642097.0,1266260.0,3600046.0,995.0,0.13,0.0,963.2,0.0,16093.0
201507,"新臺幣千元 ,卡",彰化商業銀行,421392.0,206487.0,7113.0,2768.0,303307.0,98096.0,1241151.0,596.0,0.31,0.01,599.83,2115.0,8749.0
201507,"新臺幣千元 ,卡",上海商業儲蓄銀行,368499.0,190695.0,1288.0,5029.0,773564.0,206708.0,1247621.0,8469.0,0.56,0.25,2303.14,0.0,17763.0
201507,"新臺幣千元 ,卡",台北富邦商業銀行,2280596.0,1586423.0,24992.0,147847.0,6788019.0,5206063.0,15222369.0,107104.0,0.18,0.0,737.44,22385.0,164736.0
201507,"新臺幣千元 ,卡",國泰世華商業銀行,5023329.0,3495486.0,61481.0,26718.0,13996361.0,10922562.0,27011233.0,276900.0,0.14,0.0,2203.06,30759.0,178961.0
201507,"新臺幣千元 ,卡",高雄銀行,9125.0,3976.0,94.0,56.0,6216.0,186.0,182928.0,90.0,0.27,0.11,343.9,2.0,71.0
201507,"新臺幣千元 ,卡",兆豐國際商業銀行,595526.0,395611.0,6767.0,5483.0,1198689.0,795839.0,2530883.0,7264.0,0.18,0.03,832.15,4247.0,20076.0
201507,"新臺幣千元 ,卡",花旗(台灣)商業銀行,2923745.0,2502213.0,19972.0,29401.0,16685198.0,8746615.0,19421957.0,210440.0,0.46,0.09,715.35,52383.0,436154.0
201507,"新臺幣千元 ,卡",澳盛(台灣)商業銀行,626306.0,377912.0,5719.0,6503.0,3348390.0,1621877.0,3485118.0,22838.0,0.35,0.0,387.85,12245.0,83026.0
